,employee_id,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,department,salary
4654,28929,4,158,5,1,0,0,RandD,medium
4655,31181,3,136,2,0,0,0,RandD,medium
4656,27479,4,222,2,0,0,0,marketing,medium
4657,27481,3,236,2,1,0,0,sales,medium
4658,27490,4,135,2,0,0,0,accounting,medium
4659,27494,5,235,3,0,0,0,support,medium
4660,27499,4,274,2,0,0,0,technical,medium
4661,31484,3,235,2,0,0,0,management,medium
4662,27511,3,169,4,1,0,0,marketing,medium
4663,27517,5,286,4,0,0,0,marketing,medium
4664,27519,3,166,2,0,0,0,marketing,medium
4665,27521,3,236,4,0,0,0,sales,high
4666,27522,5,197,2,0,0,0,sales,low
4667,27533,6,169,2,1,0,0,sales,medium
4668,27535,3,210,3,0,0,0,sales,medium
4669,27546,4,156,2,0,0,0,sales,medium
4670,27549,5,231,2,0,0,0,sales,medium
4671,34070,3,101,2,1,0,0,sales,medium
4672,27572,4,259,3,0,0,0,sales,medium
4673,34371,5,203,5,1,0,0,sales,medium
4674,27580,5,255,4,0,0,0,sales,medium
4675,27594,3,131,3,1,0,0,sales,medium
4676,27607,2,272,2,0,0,0,sales,medium
4677,35444,4,253,2,0,0,0,sales,low
4678,27609,2,254,2,0,0,0,sales,low
4679,92619,3,214,2,0,0,0,sales,low
4680,27625,5,195,3,0,0,0,sales,low
4681,27626,4,240,3,0,0,0,sales,low
4682,27636,4,149,2,0,0,0,sales,low
4683,27638,4,276,4,0,0,0,sales,low
4684,27641,4,247,4,0,0,0,accounting,high
4685,27648,4,212,4,1,0,0,accounting,low
4686,27653,4,256,3,0,0,0,accounting,high
4687,27655,4,178,2,0,0,0,hr,high
4688,27657,4,255,4,0,0,0,hr,low
4689,27658,3,224,2,0,0,0,hr,low
4690,27660,2,204,4,0,0,0,hr,high
4691,27661,6,104,6,0,0,0,technical,low
4692,27663,5,113,3,0,0,0,technical,medium
4693,27673,3,243,2,0,0,0,technical,high
4694,27676,3,242,5,1,0,0,technical,medium
4695,36796,4,177,3,0,0,0,technical,medium
4696,27704,3,235,2,0,0,0,technical,medium
4697,37844,4,175,3,0,0,0,technical,medium
4698,27706,4,280,6,0,0,0,technical,high
4699,27708,3,205,2,0,0,0,technical,medium
4700,27712,4,243,3,0,0,0,technical,medium
4701,27714,3,150,2,0,0,0,technical,medium
4702,27720,4,178,2,1,0,0,support,high
4703,27729,3,231,3,0,0,0,support,medium
4704,27742,3,134,2,0,0,0,support,high
4705,27757,5,143,2,0,0,0,support,low
4706,27773,3,156,3,0,0,0,support,medium
4707,94460,4,249,3,0,0,0,support,medium
4708,27779,3,247,3,0,0,0,support,medium
4709,27780,5,222,4,0,0,0,support,medium
4710,27791,3,160,3,0,0,0,support,low
4711,27792,4,224,4,1,0,0,support,low
4712,27795,4,235,2,0,0,0,support,low
4713,27798,5,167,3,0,0,0,technical,low
4714,27799,3,104,4,0,0,0,technical,low
4715,27801,5,160,2,0,0,0,technical,low
4716,27807,4,168,3,0,0,0,management,low
4717,27808,2,153,2,0,0,0,IT,low
4718,27809,4,249,3,0,0,0,IT,low
4719,27810,4,177,2,0,0,0,IT,low
4720,27811,3,225,3,0,0,0,IT,high
4721,44706,3,186,2,0,0,0,IT,low
4722,27821,3,133,2,1,0,0,product_mng,low
4723,45123,4,213,4,1,0,0,product_mng,low
4724,27826,3,245,2,1,0,0,product_mng,low
4725,6850,5,160,3,1,0,0,product_mng,high
4726,27849,4,212,3,0,0,0,IT,low
4727,27857,4,135,3,1,0,1,RandD,low
4728,27858,3,149,4,0,0,1,RandD,low
4729,27861,4,178,3,0,0,1,RandD,high
4730,27878,6,224,4,0,0,1,RandD,low
4731,27883,3,196,2,0,0,1,RandD,medium
4732,27890,4,178,3,1,0,1,marketing,high
4733,27898,4,191,2,1,0,1,sales,medium
4734,27917,4,167,3,0,0,1,accounting,high
4735,27931,6,275,5,1,0,1,support,medium
4736,27937,3,168,3,0,0,1,technical,medium
4737,27940,3,152,2,0,0,1,management,medium
4738,27941,3,263,3,1,0,1,marketing,medium
4739,27949,3,113,4,0,0,0,marketing,medium
4740,27950,3,253,3,0,0,0,marketing,medium
4741,27956,4,271,3,1,0,0,sales,medium
4742,27958,4,165,2,1,0,0,sales,medium
4743,47757,5,257,3,0,0,0,sales,high
4744,27969,4,244,3,0,0,0,sales,low
4745,27994,4,179,3,0,0,0,sales,medium
4746,27998,3,248,2,0,0,0,sales,medium
4747,27999,3,224,2,0,0,0,sales,medium
4748,50280,5,236,4,0,0,0,sales,medium
4749,28026,5,213,3,0,0,0,sales,medium
4750,28037,4,238,3,0,0,0,sales,medium
4751,28038,5,153,5,1,0,0,sales,medium
4752,28042,4,247,2,0,0,0,sales,medium
4753,28058,3,154,3,0,0,0,sales,medium
4754,28063,3,147,4,0,0,0,sales,high
4755,52865,3,150,2,0,0,0,sales,low
4756,28075,3,137,3,0,0,0,sales,low
4757,54993,5,179,3,0,0,0,sales,low
4758,28086,5,194,2,0,0,0,sales,high
4759,28091,4,224,3,0,0,0,sales,low
4760,55223,3,253,2,1,0,0,accounting,low
4761,28107,3,177,3,1,0,0,accounting,low
4762,28114,3,215,3,0,0,0,accounting,high
4763,28123,5,245,5,0,0,0,hr,low
4764,57481,3,134,3,0,0,0,hr,low
4765,28130,4,273,2,0,0,0,hr,low
4766,28138,4,163,3,0,0,0,hr,low
4767,28144,3,152,4,0,0,0,technical,low
4768,28145,3,268,4,0,0,0,technical,low
4769,28149,5,149,2,0,0,0,technical,low
4770,28158,6,128,4,0,0,0,technical,medium
4771,28161,3,218,2,1,0,0,technical,medium
4772,28170,3,146,3,0,0,0,technical,medium
4773,57747,5,190,2,1,0,0,technical,medium
4774,28195,2,182,3,0,0,0,technical,medium
4775,28203,5,162,3,1,0,0,technical,medium
4776,28211,3,243,3,0,0,0,technical,medium
4777,28215,4,141,3,1,0,0,technical,medium
4778,28216,3,142,3,0,0,0,support,medium
4779,28229,3,203,4,0,0,0,support,medium
4780,28232,4,168,4,0,0,0,support,medium
4781,59175,3,149,3,0,0,0,support,medium
4782,28235,4,168,2,0,0,0,support,high
4783,28246,2,190,4,0,0,0,support,low
4784,28250,3,229,6,0,0,0,support,medium
4785,28257,3,249,2,0,0,0,support,medium
4786,28258,4,162,2,1,0,0,support,medium
4787,28279,4,163,2,0,0,0,support,medium
4788,28282,2,169,4,0,0,0,support,low
4789,28285,4,257,3,1,0,0,technical,low
4790,28290,4,150,4,0,0,0,technical,low
4791,28293,4,183,3,0,0,0,technical,low
4792,28295,3,208,3,0,0,0,management,low
4793,60070,4,158,2,0,0,0,IT,low
4794,28314,2,240,5,0,0,0,IT,low
4795,37603,5,251,3,0,0,0,IT,low
4796,28334,5,205,2,0,0,0,IT,low
4797,28340,4,226,3,1,0,0,IT,low
4798,28342,5,249,6,0,0,0,product_mng,low
4799,28362,2,197,3,0,0,0,product_mng,low
4800,28367,5,216,3,0,0,0,product_mng,low
4801,28370,4,260,5,0,0,0,product_mng,low
4802,28378,4,263,3,0,0,0,IT,low
4803,28403,2,177,5,0,0,0,RandD,low
4804,28406,4,171,3,0,0,0,RandD,low
4805,60485,3,148,2,1,0,0,RandD,low
4806,28422,4,138,3,0,0,0,RandD,low
4807,28425,4,183,3,0,0,0,RandD,low
4808,61794,3,202,3,0,0,0,marketing,low
4809,28443,4,160,2,1,0,0,sales,medium
4810,28445,4,264,3,0,0,0,accounting,medium
4811,28448,4,245,3,1,0,0,support,medium
4812,28449,2,207,3,0,0,0,technical,medium
4813,28451,3,225,3,0,0,0,management,medium
4814,28457,4,236,2,0,0,0,marketing,medium
4815,28462,4,170,3,0,0,0,marketing,medium
4816,28464,3,261,3,1,0,0,marketing,medium
4817,28466,4,273,3,0,0,0,sales,medium
4818,28471,3,184,2,0,0,0,sales,medium
4819,52616,3,202,2,0,0,0,sales,medium
4820,28484,4,195,3,0,0,0,sales,medium
4821,28486,4,266,3,0,0,0,sales,high
4822,28493,3,266,5,0,0,0,sales,low
4823,28494,5,263,2,0,0,0,sales,medium
4824,28499,3,142,2,0,0,0,sales,medium
4825,28501,4,162,3,0,0,0,sales,medium
4826,28519,5,258,2,0,0,0,sales,medium
4827,28523,4,170,2,0,0,0,sales,low
4828,28535,4,249,5,0,0,0,sales,low
4829,28536,3,171,3,0,0,0,sales,low
4830,28538,2,177,4,0,0,0,sales,low
4831,28540,5,188,2,0,0,0,sales,low
4832,28546,5,146,2,0,0,0,sales,low
4833,28568,5,154,5,0,0,0,sales,low
4834,28579,4,204,3,1,0,0,sales,low
4835,64116,5,224,3,1,0,0,sales,low
4836,28598,3,156,4,0,0,0,accounting,low
4837,28601,6,259,4,0,0,0,accounting,low
4838,28604,6,165,3,0,0,0,accounting,low
4839,28605,3,264,3,0,0,0,hr,low
4840,28607,4,215,2,0,0,0,hr,low
4841,65594,3,133,3,0,0,0,hr,low
4842,28609,4,220,4,0,0,0,hr,low
4843,28614,4,176,5,0,0,0,technical,low
4844,66683,4,103,2,0,0,0,technical,low
4845,28620,5,155,3,0,0,0,technical,low
4846,28625,4,141,3,0,0,0,technical,low
4847,28640,3,150,3,1,0,0,technical,low
4848,28659,5,171,6,0,0,0,technical,medium
4849,67288,4,179,3,0,0,0,technical,medium
4850,28668,4,145,2,0,0,0,technical,medium
4851,28684,3,176,3,0,0,0,technical,medium
4852,28687,2,172,2,0,0,0,technical,medium
4853,68271,3,243,4,0,0,0,technical,medium
4854,28702,4,209,2,0,0,0,support,medium
4855,69374,4,196,3,0,0,0,support,medium
4856,28708,6,225,4,0,0,0,support,medium
4857,28719,3,261,2,0,0,0,support,medium
4858,28724,4,157,2,0,0,0,support,medium
4859,28725,5,259,3,1,0,0,support,medium
4860,28727,4,224,6,0,0,0,support,high
4861,28729,5,193,2,0,0,0,support,low
4862,28741,4,157,3,0,0,0,support,medium
4863,28748,4,223,3,0,0,0,support,medium
4864,28755,3,188,3,1,0,0,support,medium
4865,28774,3,217,2,0,0,0,technical,medium
4866,28777,4,207,2,1,0,0,technical,low
4867,28780,3,153,4,0,0,0,technical,low
4868,28783,3,269,2,0,0,0,management,low
4869,28801,4,198,3,0,0,0,IT,low
4870,28804,4,102,5,0,0,0,IT,low
4871,28807,3,167,2,1,0,0,IT,low
4872,28810,3,252,2,0,0,0,IT,low
4873,28819,3,192,2,0,0,0,IT,low
4874,28820,5,237,4,0,0,0,product_mng,low
4875,69573,4,158,3,0,0,0,product_mng,low
4876,70129,3,260,3,0,0,0,product_mng,low
4877,28844,4,153,3,0,0,0,product_mng,low
4878,70792,3,233,4,0,0,0,IT,low
4879,28856,2,180,3,0,0,0,RandD,low
4880,28866,4,163,3,1,0,0,RandD,low
4881,28870,6,211,6,1,0,0,RandD,low
4882,28877,3,151,3,1,0,0,RandD,low
4883,28879,3,249,4,0,0,0,RandD,low
4884,73006,5,199,3,1,0,0,marketing,low
4885,28884,4,247,2,0,0,0,sales,low
4886,28888,4,174,3,0,0,0,accounting,low
4887,28890,4,268,4,0,0,0,support,medium
4888,28892,5,197,4,0,0,0,technical,medium
4889,28895,4,154,3,1,0,0,management,medium
4890,28897,5,279,4,0,0,0,marketing,medium
4891,28906,3,204,2,1,0,0,marketing,medium
4892,28913,2,112,3,0,0,0,marketing,medium
4893,28921,4,261,2,1,0,0,sales,medium
4894,28927,3,180,4,0,0,0,sales,medium
4895,73384,3,261,5,0,0,0,sales,medium
4896,28931,6,138,3,0,0,0,sales,medium
4897,28932,4,164,4,0,0,0,sales,medium
4898,28937,3,144,3,0,0,0,sales,medium
4899,28940,3,244,2,0,0,0,sales,high
4900,28943,5,233,3,0,0,0,sales,low
4901,28949,4,225,2,1,0,0,sales,medium
4902,62385,6,215,4,0,0,0,sales,medium
4903,28952,3,223,4,0,0,0,sales,medium
4904,77059,4,232,3,0,0,0,sales,medium
4905,28961,3,157,4,0,0,0,sales,low
4906,28966,4,268,3,0,0,0,sales,low
4907,28970,3,158,2,0,0,0,sales,low
4908,29006,5,222,2,0,0,0,sales,low
4909,29011,3,210,3,0,0,0,sales,low
4910,29026,4,133,2,0,0,0,sales,low
4911,29027,3,224,3,0,0,0,sales,low
4912,29028,5,264,5,0,0,0,accounting,low
4913,29031,5,237,2,0,0,0,accounting,low
4914,29037,5,141,2,0,0,0,accounting,low
4915,29041,4,238,5,1,0,0,hr,low
4916,77325,4,167,3,0,0,0,hr,low
4917,29054,4,161,3,0,0,0,hr,low
4918,29057,4,194,3,0,0,0,hr,low
4919,77981,3,217,3,1,0,0,technical,low
4920,29063,3,170,3,0,0,0,technical,low
4921,83125,4,243,3,0,0,0,technical,low
4922,83953,4,267,3,1,0,0,technical,low
4923,29075,2,169,3,0,0,0,technical,medium
4924,29081,3,255,3,0,0,0,technical,medium
4925,29091,4,211,3,0,0,0,technical,medium
4926,29094,3,198,4,0,0,0,technical,medium
4927,29095,3,246,3,0,0,0,technical,medium
4928,29099,3,146,2,0,0,0,technical,medium
4929,29102,4,134,6,0,0,0,technical,medium
4930,29119,3,169,3,0,0,0,support,medium
4931,29121,5,232,3,0,0,0,support,medium
4932,29122,2,106,3,1,0,0,support,medium
4933,29125,4,260,3,0,0,0,support,medium
4934,29127,3,232,2,0,0,0,support,medium
4935,29128,4,173,3,0,0,0,support,high
4936,29138,5,152,5,0,0,0,support,low
4937,29141,3,173,3,0,0,0,support,medium
4938,29142,3,274,3,0,0,0,support,medium
4939,29143,3,233,3,0,0,0,support,medium
4940,29147,4,232,3,0,0,0,support,medium
4941,29174,3,156,2,0,0,0,technical,low
4942,29183,3,124,3,0,0,0,technical,low
4943,29185,3,207,3,0,0,0,technical,low
4944,29193,3,273,6,0,0,0,management,low
4945,84249,3,219,4,0,0,0,IT,low
4946,29196,4,207,3,0,0,0,IT,low
4947,29204,4,248,4,0,0,0,IT,low
4948,29207,3,169,3,0,0,0,IT,low
4949,29212,4,181,3,0,0,0,IT,low
4950,29220,3,196,3,0,0,0,product_mng,low
4951,29223,3,254,2,0,0,0,product_mng,low
4952,29263,4,191,4,0,0,0,product_mng,low
4953,29266,3,238,2,0,0,0,product_mng,low
4954,29269,5,196,3,0,0,0,IT,low
4955,29274,4,228,3,0,0,0,RandD,low
4956,29279,4,165,3,0,0,0,RandD,low
4957,29296,3,144,2,0,0,0,RandD,low
4958,29302,4,243,3,0,0,0,RandD,low
4959,85112,3,206,3,0,0,0,RandD,low
4960,29307,3,180,3,1,0,0,marketing,low
4961,29308,3,161,2,1,0,0,sales,low
4962,86366,4,196,2,0,0,0,accounting,medium
4963,29322,5,152,3,0,0,0,support,medium
4964,29333,3,231,4,0,0,0,technical,medium
4965,87027,2,215,5,1,0,0,management,medium
4966,29345,4,233,4,0,0,0,marketing,medium
4967,89345,4,155,2,0,0,0,marketing,medium
4968,29375,5,182,4,1,0,0,marketing,medium
4969,29379,3,165,4,0,0,0,sales,medium
4970,29382,2,257,4,1,0,0,sales,medium
4971,29391,4,155,2,0,0,0,sales,medium
4972,29394,4,243,2,0,0,0,sales,medium
4973,29396,2,184,4,0,0,0,sales,medium
4974,90624,4,138,3,1,0,0,sales,high
4975,90972,5,209,4,0,0,0,sales,low
4976,29404,3,205,2,0,0,0,sales,medium
4977,29405,3,191,3,0,0,0,sales,medium
4978,29411,5,270,3,1,0,0,sales,medium
4979,91531,4,97,4,0,0,0,sales,medium
4980,29417,4,174,2,0,0,0,sales,low
4981,29420,5,124,3,0,0,0,sales,low
4982,29423,2,178,3,0,0,0,sales,low
4983,29424,5,266,6,0,0,0,sales,low
4984,29438,4,181,3,0,0,0,sales,low
4985,29441,4,233,3,0,0,0,sales,low
4986,29442,3,254,4,0,0,0,sales,low
4987,29447,3,219,3,0,0,0,sales,low
4988,29449,5,166,2,0,0,0,accounting,low
4989,29454,3,158,2,0,0,0,accounting,low
4990,29455,3,151,3,0,0,0,accounting,low
4991,92045,3,98,3,1,0,0,hr,low
4992,93595,4,187,4,1,0,0,hr,low
4993,29467,4,266,2,0,0,0,hr,low
4994,29472,5,250,3,0,0,0,hr,low
4995,29479,5,193,3,0,0,0,technical,low
4996,29481,4,223,3,1,0,0,technical,low
4997,29482,5,189,5,0,0,0,technical,low
4998,95250,5,138,3,0,0,0,technical,low
4999,29486,4,268,2,0,0,0,technical,low
5000,29488,6,186,2,0,0,0,technical,low
5001,29491,3,136,3,1,0,0,technical,medium
5002,29493,4,245,3,0,0,0,technical,medium
5003,29499,4,184,3,0,0,0,technical,medium
5004,29502,5,152,3,0,0,0,technical,medium
5005,29505,2,194,4,0,0,0,technical,medium
5006,29508,3,242,5,1,0,0,support,medium
5007,29515,4,246,2,1,0,0,support,medium
5008,29526,4,211,3,0,0,0,support,medium
5009,95574,4,189,3,0,0,0,support,medium
5010,29533,3,254,2,0,0,0,support,medium
5011,29537,5,239,3,0,0,0,support,medium
5012,95869,4,133,6,0,0,0,support,medium
5013,96920,3,255,2,0,0,0,support,high
5014,29568,3,212,2,0,0,0,support,low
5015,29569,3,270,3,0,0,0,support,medium
5016,29574,5,177,6,0,0,0,support,medium
5017,1067,4,261,4,0,0,0,technical,medium
5018,29584,3,220,3,0,0,0,technical,medium
5019,29591,2,144,4,1,0,0,technical,low
5020,29597,4,274,2,0,0,0,management,low
5021,29603,4,195,3,0,0,0,IT,low
5022,1892,4,158,3,0,0,0,IT,low
5023,29616,5,145,4,0,0,0,IT,low
5024,3925,3,165,3,1,0,0,IT,low
5025,29632,4,270,2,0,0,0,IT,low
5026,29633,5,208,3,0,0,0,product_mng,low
5027,7480,2,245,5,0,0,0,product_mng,medium
5028,29640,4,180,4,0,0,0,product_mng,medium
5029,29641,5,225,3,0,0,0,product_mng,medium
5030,99636,3,261,2,0,0,0,IT,medium
5031,29654,3,213,6,1,0,1,RandD,medium
5032,29655,3,230,3,0,0,1,RandD,medium
5033,29663,2,198,2,0,0,1,RandD,medium
5034,29670,6,190,5,0,0,1,RandD,medium
5035,29671,4,137,4,0,0,1,RandD,medium
5036,29672,3,186,3,1,0,1,marketing,medium
5037,29673,4,137,2,0,0,1,sales,medium
5038,9960,5,192,3,0,0,1,accounting,medium
5039,29678,4,164,3,0,0,1,support,medium
5040,10025,6,195,3,0,0,1,technical,medium
5041,29689,4,151,3,0,0,1,management,medium
5042,10557,5,231,3,0,0,1,marketing,medium
5043,29700,3,257,2,1,0,0,marketing,medium
5044,29701,4,257,3,0,0,0,marketing,medium
5045,29705,5,274,2,1,0,0,sales,medium
5046,29707,3,138,2,0,0,0,sales,medium
5047,29713,4,184,3,0,0,0,sales,medium
5048,10775,3,151,3,0,0,0,sales,medium
5049,29722,3,265,3,1,0,0,sales,medium
5050,29733,4,241,2,0,0,0,sales,medium
5051,29739,3,148,3,0,0,0,sales,medium
5052,29747,5,165,3,0,0,0,sales,medium
5053,29752,3,243,2,0,0,0,sales,medium
5054,11510,4,197,2,0,0,0,sales,medium
5055,29757,5,214,6,1,0,1,sales,medium
5056,29760,4,164,3,0,0,1,sales,medium
5057,29763,4,243,4,1,0,1,sales,medium
5058,29764,4,145,3,1,0,1,sales,medium
5059,29775,4,163,4,0,0,1,sales,medium
5060,29787,5,257,2,0,0,1,sales,medium
5061,29797,3,253,3,0,0,0,sales,medium
5062,15224,4,234,3,0,0,0,sales,medium
5063,29802,5,266,6,0,0,0,sales,medium
5064,29806,3,181,4,1,0,0,accounting,low
5065,29807,4,193,4,0,0,0,accounting,low
5066,15499,3,163,4,0,0,0,accounting,low
5067,29809,5,144,2,0,0,0,hr,low
5068,29816,4,245,3,0,0,0,hr,low
5069,29818,4,197,2,0,0,0,hr,low
5070,29821,3,180,2,0,0,0,hr,low
5071,29826,4,237,3,0,0,0,technical,low
5072,29828,2,170,3,0,0,0,technical,low
5073,29832,3,150,3,0,0,0,technical,low
5074,29833,2,100,4,0,0,0,technical,low
5075,29834,5,226,3,0,0,0,technical,low
5076,29842,5,222,3,0,0,0,technical,low
5077,29844,4,182,6,0,0,0,technical,low
5078,16322,3,150,2,0,0,0,technical,low
5079,16919,4,244,3,0,0,0,technical,medium
5080,29869,5,271,3,0,0,0,technical,medium
5081,29871,5,167,3,0,0,0,technical,medium
5082,29874,2,128,2,0,0,0,support,medium
5083,22307,3,149,4,1,0,0,support,medium
5084,29884,4,141,4,0,0,0,support,medium
5085,29887,3,149,2,0,0,0,support,medium
5086,29908,4,107,6,0,0,0,support,medium
5087,29914,5,189,2,0,0,0,support,medium
5088,29919,4,169,4,0,0,0,support,medium
5089,22483,4,208,3,1,0,0,support,medium
5090,29937,3,197,3,0,0,0,support,medium
5091,22743,4,225,3,0,0,0,support,high
5092,29944,2,175,6,0,0,0,support,high
5093,29949,3,172,2,0,0,0,technical,high
5094,29963,3,237,4,0,0,0,technical,high
5095,29964,4,155,3,1,0,0,technical,high
5096,29967,4,148,3,0,0,0,management,high
5097,29973,4,246,3,0,0,0,IT,high
5098,29976,5,193,5,0,0,0,IT,high
5099,23950,5,175,4,0,0,0,IT,low
5100,29992,3,121,4,0,0,0,IT,low
5101,25616,4,223,3,0,0,0,IT,low
5102,30000,3,259,3,0,0,0,product_mng,low
5103,12826,4,171,2,0,0,0,product_mng,low
5104,30009,2,170,3,0,0,0,product_mng,low
5105,30034,4,246,3,0,0,0,product_mng,low
5106,30037,3,175,3,0,0,0,IT,low
5107,30039,3,185,2,0,0,0,RandD,medium
5108,30046,3,168,2,0,0,0,RandD,medium
5109,30051,4,171,3,0,0,0,RandD,medium
5110,30054,3,201,2,0,0,0,RandD,medium
5111,27462,4,148,3,0,0,0,RandD,medium
5112,30069,6,189,4,0,0,0,marketing,medium
5113,27825,3,166,3,0,0,0,sales,medium
5114,30083,4,150,2,0,0,0,accounting,medium
5115,30084,3,253,6,0,0,1,support,medium
5116,30088,3,243,2,0,0,1,technical,medium
5117,30090,5,250,2,1,0,1,management,medium
5118,30097,3,228,2,0,0,1,marketing,medium
5119,30100,3,186,3,0,0,1,marketing,medium
5120,30106,3,213,3,0,0,1,marketing,medium
5121,29614,4,233,3,0,0,1,sales,medium
5122,30117,5,265,2,0,0,1,sales,medium
5123,30128,4,226,3,0,0,0,sales,medium
5124,30129,5,221,6,0,0,0,sales,medium
5125,30136,3,253,4,0,0,0,sales,medium
5126,30141,3,134,4,0,0,0,sales,medium
5127,30142,3,188,4,0,0,0,sales,medium
5128,30778,3,160,4,0,0,0,sales,medium
5129,30165,4,164,4,0,0,0,sales,medium
5130,30169,6,214,3,0,0,0,sales,high
5131,30172,5,228,4,1,0,0,sales,low
5132,30175,5,149,3,1,0,0,sales,medium
5133,30176,3,175,2,0,0,0,sales,medium
5134,30182,3,195,3,0,0,0,sales,medium
5135,30185,3,222,4,0,0,0,sales,medium
5136,30186,5,249,4,0,0,0,sales,medium
5137,30190,2,226,3,1,0,0,sales,medium
5138,30191,2,117,2,1,0,0,sales,medium
5139,30203,4,255,3,0,0,0,sales,medium
5140,30207,6,155,2,0,0,0,accounting,medium
5141,30214,5,185,3,0,0,0,accounting,medium
5142,32289,4,275,5,0,0,0,accounting,low
5143,33217,3,226,2,0,0,0,hr,low
5144,30241,4,198,2,0,0,0,hr,low
5145,34880,2,198,2,0,0,0,hr,low
5146,30244,4,251,3,0,0,0,hr,low
5147,30246,3,237,2,0,0,0,technical,low
5148,30247,5,197,2,0,0,0,technical,low
5149,30249,2,136,3,0,0,0,technical,high
5150,30250,3,184,3,1,0,0,technical,low
5151,30274,2,159,3,0,0,0,technical,high
5152,30289,4,133,3,0,0,0,technical,high
5153,30297,5,198,3,0,0,0,technical,low
5154,36460,3,260,2,0,0,0,technical,low
5155,30301,3,154,4,0,0,0,technical,high
5156,30310,4,185,5,0,0,0,technical,low
5157,30311,5,193,6,0,0,0,technical,medium
5158,30316,4,167,3,0,0,0,support,high
5159,30333,5,165,3,0,0,0,support,medium
5160,36773,3,253,2,0,0,0,support,medium
5161,39777,4,142,3,0,0,0,support,medium
5162,30337,5,186,4,0,0,0,support,medium
5163,40849,4,203,3,1,0,0,support,high
5164,30345,4,217,2,0,0,0,support,medium
5165,42907,4,187,3,0,0,0,support,medium
5166,30352,3,152,4,0,0,0,support,medium
5167,30364,5,150,2,0,0,0,support,high
5168,30368,3,191,2,0,0,0,support,medium
5169,30371,4,140,3,0,0,0,technical,high
5170,30375,5,123,2,1,0,0,technical,low
5171,30381,5,170,2,0,0,0,technical,medium
5172,30382,3,227,4,0,0,0,management,medium
5173,45068,4,220,2,0,0,0,IT,medium
5174,30385,5,258,3,0,0,0,IT,medium
5175,30389,5,149,3,0,0,0,IT,low
5176,30393,4,192,3,0,0,0,IT,low
5177,30400,5,267,3,0,0,0,IT,low
5178,30419,5,169,3,1,0,0,product_mng,low
5179,30429,2,178,3,0,0,0,product_mng,low
5180,30433,2,165,4,0,0,0,product_mng,low
5181,30441,4,231,3,0,0,0,product_mng,low
5182,30448,3,260,3,0,0,0,IT,low
5183,30461,4,181,2,1,0,0,RandD,low
5184,30466,3,243,2,0,0,0,RandD,low
5185,30473,4,191,3,0,0,0,RandD,high
5186,30479,3,200,3,0,0,0,RandD,low
5187,30480,5,265,3,0,0,0,RandD,low
5188,30492,4,246,3,0,0,0,marketing,low
5189,45560,3,187,2,0,0,0,sales,low
5190,30515,5,141,4,0,0,0,accounting,high
5191,30526,4,246,3,0,0,0,support,low
5192,30536,4,236,3,1,0,0,technical,low
5193,30543,3,170,3,0,0,0,management,low
5194,46754,6,189,2,0,0,0,marketing,high
5195,30559,4,237,3,0,0,0,marketing,low
5196,48689,4,180,3,0,0,0,marketing,medium
5197,30581,2,157,6,0,0,0,sales,high
5198,30593,4,258,3,0,0,0,sales,medium
5199,30594,4,283,2,0,0,0,sales,high
5200,30598,4,216,3,0,0,0,sales,medium
5201,30617,3,187,3,0,0,0,sales,medium
5202,30621,3,215,3,0,0,0,sales,medium
5203,30624,3,211,3,0,0,0,sales,medium
5204,30628,4,182,2,0,0,0,sales,medium
5205,30641,3,165,3,1,0,0,sales,medium
5206,30653,4,265,2,0,0,0,sales,medium
5207,50107,3,137,2,0,0,0,sales,medium
5208,30690,4,269,3,0,0,0,sales,high
5209,30696,3,177,2,0,0,0,sales,low
5210,52653,3,240,2,0,0,0,sales,medium
5211,30702,4,174,2,0,0,0,sales,medium
5212,30704,3,134,3,0,0,0,sales,medium
5213,30710,2,271,4,0,0,0,sales,medium
5214,30711,5,216,2,1,0,0,sales,medium
5215,30716,4,213,3,0,0,0,sales,medium
5216,30720,5,133,4,0,0,0,accounting,medium
5217,30725,4,267,2,1,0,0,accounting,medium
5218,30727,3,263,4,0,0,0,accounting,medium
5219,30730,4,260,3,0,0,0,hr,high
5220,30735,4,185,3,0,0,0,hr,low
5221,4157,2,284,6,0,0,0,hr,low
5222,30745,3,229,3,0,0,0,hr,low
5223,61746,3,189,3,1,0,0,technical,high
5224,62112,3,209,3,0,0,0,technical,low
5225,30775,4,166,6,0,0,0,technical,low
5226,30776,3,183,2,0,0,0,technical,low
5227,62172,3,181,2,0,0,0,technical,high
5228,30783,3,239,4,0,0,0,technical,low
5229,30788,3,158,2,0,0,0,technical,low
5230,30789,3,187,3,0,0,0,technical,low
5231,30792,4,236,3,0,0,0,technical,low
5232,30794,6,162,5,0,0,0,technical,low
5233,30795,4,163,2,1,0,0,technical,low
5234,62359,4,173,3,0,0,0,support,low
5235,30801,5,273,4,1,0,0,support,medium
5236,30816,5,142,4,0,0,0,support,medium
5237,30817,4,141,4,0,0,0,support,medium
5238,30822,3,234,2,0,0,0,support,medium
5239,30827,5,255,4,0,0,0,support,medium
5240,30828,5,148,4,0,0,0,support,medium
5241,30832,5,274,2,1,0,0,support,medium
5242,12644,3,223,2,0,0,0,support,medium
5243,30838,5,248,3,0,0,0,support,medium
5244,30842,4,146,2,0,0,0,support,medium
5245,64589,2,101,5,0,0,0,technical,medium
